Letter,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63
A,0.2827109098434448,0.5754663944244385,-3.762016547170788e-07,0.3820968568325043,0.5600661635398865,-0.017058007419109344,0.4515306055545807,0.4388914108276367,-0.014041325077414513,0.4671047329902649,0.3139198422431946,-0.010451456531882286,0.4775819182395935,0.243706613779068,0.0010425412328913808,0.4187827408313751,0.34831950068473816,-0.006235639564692974,0.4288598597049713,0.2631034851074219,-0.03674323111772537,0.4056898057460785,0.37043556571006775,-0.0522390641272068,0.3990437090396881,0.39327606558799744,-0.0611102320253849,0.35423803329467773,0.3354848027229309,-0.007540999446064234,0.37452995777130127,0.25852856040000916,-0.037962451577186584,0.36269333958625793,0.38067135214805603,-0.04451902583241463,0.3577558994293213,0.3913606107234955,-0.04541772976517677,0.2992287278175354,0.34334510564804077,-0.013182646594941616,0.31782346963882446,0.26544588804244995,-0.046636033803224564,0.31796616315841675,0.3817596733570099,-0.0306792501360178,0.3089739680290222,0.3998514711856842,-0.013951102271676064,0.24915960431098938,0.3387473225593567,-0.01981714926660061,0.2682182788848877,0.293792724609375,-0.04106692969799042,0.27127283811569214,0.36768272519111633,-0.027814956381917,0.26410597562789917,0.38616418838500977,-0.014441730454564095
A,0.28494781255722046,0.5713077783584595,-3.8028747439966537e-07,0.38155972957611084,0.5644477605819702,-0.018157726153731346,0.45233094692230225,0.44218721985816956,-0.01521134003996849,0.46818768978118896,0.31543058156967163,-0.010980687104165554,0.4799138903617859,0.24668222665786743,0.0012476688716560602,0.42126598954200745,0.34926295280456543,-0.012130841612815857,0.4291875958442688,0.2630527913570404,-0.04236890748143196,0.40761056542396545,0.37104225158691406,-0.05622013285756111,0.40095600485801697,0.39682239294052124,-0.06404493749141693,0.35638001561164856,0.33615922927856445,-0.013157198205590248,0.37518784403800964,0.2594906985759735,-0.04356945678591728,0.3645252585411072,0.3826303482055664,-0.04881107434630394,0.3596579134464264,0.39450645446777344,-0.04904194176197052,0.3016567826271057,0.3438003361225128,-0.01827780157327652,0.31875839829444885,0.26690763235092163,-0.05200495198369026,0.31990084052085876,0.3842000663280487,-0.03548399731516838,0.311476469039917,0.4028565585613251,-0.018789075314998627,0.25175565481185913,0.3395523428916931,-0.024439172819256783,0.26989495754241943,0.2961794435977936,-0.04737403988838196,0.2733913064002991,0.3712458908557892,-0.03508208319544792,0.2662176489830017,0.390200138092041,-0.022450167685747147
A,0.2875766158103943,0.5827006697654724,-3.4728128639471834e-07,0.3854810297489166,0.566513180732727,-0.01935427077114582,0.45454126596450806,0.44648414850234985,-0.017656821757555008,0.46991077065467834,0.321081280708313,-0.01454185415059328,0.47941726446151733,0.2490057498216629,-0.0031932340934872627,0.4224399924278259,0.3528410792350769,-0.01088919211179018,0.431811660528183,0.27043360471725464,-0.0408342108130455,0.4096117317676544,0.3777301013469696,-0.05366281419992447,0.40248632431030273,0.3999267816543579,-0.060530100017786026,0.35878732800483704,0.3396415710449219,-0.011483290232717991,0.3785366117954254,0.26456570625305176,-0.042520154267549515,0.36741581559181213,0.38781213760375977,-0.048286646604537964,0.3622579276561737,0.39911824464797974,-0.04847390577197075,0.3039361834526062,0.3467102646827698,-0.01621897704899311,0.32179638743400574,0.26983439922332764,-0.050932664424180984,0.3225399851799011,0.3887872099876404,-0.03482130542397499,0.31365591287612915,0.40741223096847534,-0.017749574035406113,0.2527029812335968,0.34198883175849915,-0.021963633596897125,0.27235880494117737,0.2986016273498535,-0.04431959614157677,0.2763729691505432,0.3737090528011322,-0.03137682378292084,0.2691079378128052,0.3921765685081482,-0.018055744469165802
A,0.29706019163131714,0.5711585879325867,-4.176202992312028e-07,0.3904663920402527,0.5696603059768677,-0.019334914162755013,0.46057388186454773,0.44676318764686584,-0.016479041427373886,0.4748516380786896,0.3180936872959137,-0.011697361245751381,0.4835623502731323,0.24905595183372498,0.0012606685049831867,0.42597696185112,0.3540608882904053,-0.01491258293390274,0.4322916567325592,0.2709900736808777,-0.04544628784060478,0.41206222772598267,0.378700852394104,-0.0592367984354496,0.4065614938735962,0.402132123708725,-0.06727492809295654,0.3604828417301178,0.34219101071357727,-0.015347747132182121,0.38002121448516846,0.2665572166442871,-0.04543260857462883,0.37181556224823,0.3908029794692993,-0.04991387948393822,0.36727175116539,0.40307214856147766,-0.0499919168651104,0.30648598074913025,0.34994369745254517,-0.019965970888733864,0.3229689300060272,0.27100059390068054,-0.053554292768239975,0.3263050317764282,0.39091914892196655,-0.03626612573862076,0.3177049160003662,0.41266074776649475,-0.019387897104024887,0.2578078508377075,0.34356388449668884,-0.025749441236257553,0.27423298358917236,0.2996295094490051,-0.048594292253255844,0.2791743874549866,0.3762058615684509,-0.036505408585071564,0.2722955048084259,0.3971264660358429,-0.02442311681807041
A,0.2976958751678467,0.5771256685256958,-4.0579081428404606e-07,0.39263689517974854,0.5699679255485535,-0.01935252547264099,0.46322691440582275,0.450623482465744,-0.016592008993029594,0.4793437123298645,0.3222917318344116,-0.011875179596245289,0.48690444231033325,0.25228607654571533,0.0009884603787213564,0.4305479824542999,0.35759904980659485,-0.013043079525232315,0.438189297914505,0.2772732973098755,-0.04199885204434395,0.4158058762550354,0.38286691904067993,-0.05392752215266228,0.41002514958381653,0.4033268690109253,-0.06061369925737381,0.36516162753105164,0.3432503938674927,-0.013193617574870586,0.3857223689556122,0.27070629596710205,-0.04203860089182854,0.3756820559501648,0.39254385232925415,-0.046459805220365524,0.3718542754650116,0.4021258056163788,-0.046551644802093506,0.31034326553344727,0.35013335943222046,-0.01745070330798626,0.32829713821411133,0.27207738161087036,-0.05080638825893402,0.33011317253112793,0.3912826180458069,-0.03523861989378929,0.32201963663101196,0.41060560941696167,-0.019252704456448555,0.26040154695510864,0.34389039874076843,-0.02268783375620842,0.27773144841194153,0.30008840560913086,-0.04452861100435257,0.2834686040878296,0.3759447932243347,-0.03294161707162857,0.27811235189437866,0.3955352008342743,-0.02122645266354084
A,0.30474546551704407,0.5803512930870056,-3.7956795040372526e-07,0.39932599663734436,0.5794785022735596,-0.019435657188296318,0.47051456570625305,0.4558775722980499,-0.01744878478348255,0.4857737421989441,0.32546091079711914,-0.013654321432113647,0.49483639001846313,0.2576274275779724,-0.001794892712496221,0.4376802444458008,0.36146610975265503,-0.013335797935724258,0.4465770721435547,0.2793623208999634,-0.042553987354040146,0.4246949255466461,0.3849716782569885,-0.055088166147470474,0.41935744881629944,0.4067847728729248,-0.06250927597284317,0.37306368350982666,0.34714293479919434,-0.014169326052069664,0.39643365144729614,0.2759222686290741,-0.04281885176897049,0.3857797086238861,0.39809343218803406,-0.04657067731022835,0.3814568519592285,0.4065972566604614,-0.04648080840706825,0.3183923363685608,0.3536537289619446,-0.019253535196185112,0.3393478989601135,0.27873218059539795,-0.05311200022697449,0.3402025103569031,0.3977966904640198,-0.03612085431814194,0.3305107355117798,0.4157991409301758,-0.019277971237897873,0.2682175040245056,0.3475411534309387,-0.025384319946169853,0.28940388560295105,0.30487149953842163,-0.04894173517823219,0.2934913635253906,0.38254642486572266,-0.0369129553437233,0.28493165969848633,0.4022901952266693,-0.02471437305212021
A,0.35857442021369934,0.5912119150161743,-4.5313277041714173e-07,0.44260579347610474,0.593559741973877,-0.013113494962453842,0.5109115839004517,0.46296021342277527,-0.008098982274532318,0.5296913385391235,0.340861052274704,-0.0026447272393852472,0.548469603061676,0.2792360782623291,0.009972554631531239,0.48520076274871826,0.38738495111465454,-0.009173115715384483,0.49865156412124634,0.303872287273407,-0.038231391459703445,0.47250035405158997,0.4028741419315338,-0.05022042989730835,0.46514469385147095,0.43105918169021606,-0.056235942989587784,0.4263852834701538,0.37082207202911377,-0.012162208557128906,0.4502066969871521,0.29816263914108276,-0.03927401080727577,0.4334711730480194,0.41074812412261963,-0.038620926439762115,0.42796289920806885,0.42678219079971313,-0.034743402153253555,0.3735964298248291,0.37179669737815857,-0.01954861357808113,0.3960903584957123,0.2972855865955353,-0.05037820711731911,0.39129573106765747,0.4080929756164551,-0.02998843602836132,0.38248080015182495,0.4328750669956207,-0.01094574574381113,0.3246902823448181,0.36477187275886536,-0.027742451056838036,0.344523549079895,0.316364049911499,-0.048391375690698624,0.34461283683776855,0.39049428701400757,-0.034489814192056656,0.3370475769042969,0.4143712520599365,-0.021056540310382843
A,0.3659070134162903,0.5961099863052368,-3.589361767808441e-07,0.4580443799495697,0.5934547781944275,-0.014138954691588879,0.5252906680107117,0.47156330943107605,-0.01038720179349184,0.5440070033073425,0.35130777955055237,-0.006801910698413849,0.5584940314292908,0.2856372594833374,0.00393258361145854,0.49984031915664673,0.38977935910224915,-0.002899644896388054,0.5142266154289246,0.30897265672683716,-0.033863987773656845,0.4885757267475128,0.40744054317474365,-0.04881049692630768,0.4806760251522064,0.4336344599723816,-0.05669896677136421,0.44206687808036804,0.3721860647201538,-0.006293920334428549,0.46522819995880127,0.30461549758911133,-0.036039549857378006,0.4481649398803711,0.4180125594139099,-0.03984026610851288,0.44311827421188354,0.4317573010921478,-0.03885401040315628,0.38880524039268494,0.373291015625,-0.014596350491046906,0.4114169478416443,0.3073047399520874,-0.04883256182074547,0.4052503705024719,0.41741451621055603,-0.03245119750499725,0.396283894777298,0.4361411929130554,-0.015268353745341301,0.33894598484039307,0.3671015501022339,-0.023760201409459114,0.3611356019973755,0.3292170464992523,-0.04599880799651146,0.35946154594421387,0.400520920753479,-0.033591125160455704,0.35107845067977905,0.41770538687705994,-0.02091965079307556
A,0.38153040409088135,0.5941396355628967,-4.064310132889659e-07,0.46881064772605896,0.5971939563751221,-0.015257504768669605,0.5398123860359192,0.47483396530151367,-0.011885469779372215,0.5598351955413818,0.3532484471797943,-0.007623227313160896,0.5703266859054565,0.2868567705154419,0.003606667509302497,0.5119290351867676,0.38949650526046753,-0.013301245868206024,0.5249750018119812,0.3098565340042114,-0.04220837354660034,0.5010523200035095,0.4105481505393982,-0.053455498069524765,0.4927729070186615,0.43896400928497314,-0.05911000818014145,0.45371246337890625,0.3737221658229828,-0.016165902838110924,0.476805180311203,0.30378276109695435,-0.04590312018990517,0.46224525570869446,0.4206213355064392,-0.04805542901158333,0.45518097281455994,0.4385124742984772,-0.04588967561721802,0.40136492252349854,0.3756592869758606,-0.02284848503768444,0.4234030246734619,0.30437034368515015,-0.05675041303038597,0.4195874333381653,0.4188396632671356,-0.03881409391760826,0.4089476466178894,0.44358524680137634,-0.020874083042144775,0.35197460651397705,0.3692052364349365,-0.030347486957907677,0.37529486417770386,0.3281257450580597,-0.053626857697963715,0.3746933043003082,0.4034135043621063,-0.04096149280667305,0.36417675018310547,0.42571285367012024,-0.0280381441116333
A,0.39445364475250244,0.5895686149597168,-3.4687383276832406e-07,0.475973904132843,0.5981713533401489,-0.014302265830338001,0.5483199954032898,0.47542500495910645,-0.010567694902420044,0.5670186877250671,0.35662201046943665,-0.005609930958598852,0.5818687081336975,0.2920020818710327,0.006158956792205572,0.5252599716186523,0.39377570152282715,-0.015657830983400345,0.5392830967903137,0.313293993473053,-0.04432224854826927,0.5137598514556885,0.4117485582828522,-0.05646220222115517,0.5057266354560852,0.43725499510765076,-0.06349413841962814,0.4652974307537079,0.37452232837677,-0.01845542900264263,0.49283719062805176,0.30979201197624207,-0.04621376469731331,0.4748840928077698,0.4224514961242676,-0.048060398548841476,0.46735215187072754,0.43601006269454956,-0.04671013355255127,0.4122735261917114,0.3777098059654236,-0.024707293137907982,0.43758392333984375,0.3113003373146057,-0.05571434646844864,0.4323655366897583,0.4235171377658844,-0.03660856559872627,0.42004430294036865,0.4437057673931122,-0.01937306672334671,0.3655961751937866,0.3693530857563019,-0.03172731399536133,0.39009538292884827,0.33610209822654724,-0.05398145690560341,0.3875989019870758,0.409383624792099,-0.041147470474243164,0.376714825630188,0.42609238624572754,-0.028888603672385216
A,0.4034581780433655,0.5919973850250244,-3.2644553016325517e-07,0.4886833429336548,0.5959516763687134,-0.01406191848218441,0.5570175647735596,0.4749647080898285,-0.010983102954924107,0.5750411748886108,0.35952210426330566,-0.007483907509595156,0.5896502137184143,0.296586811542511,0.002600239124149084,0.5338677763938904,0.39532747864723206,-0.011461066082119942,0.5449338555335999,0.316628634929657,-0.041291411966085434,0.5218918919563293,0.4146591126918793,-0.05593348667025566,0.5145587921142578,0.4419615566730499,-0.06432212144136429,0.4750485122203827,0.37779805064201355,-0.014670690521597862,0.5001277327537537,0.30971211194992065,-0.04484397917985916,0.4844544231891632,0.4235899746417999,-0.04990522563457489,0.4758787155151367,0.4415201246738434,-0.04970254376530647,0.42310577630996704,0.3813653290271759,-0.021418500691652298,0.4464349150657654,0.3108386993408203,-0.0539083331823349,0.44257986545562744,0.4232768416404724,-0.03657408058643341,0.42987993359565735,0.4468288719654083,-0.019453004002571106,0.3768079876899719,0.373291552066803,-0.029047392308712006,0.4004456400871277,0.33751675486564636,-0.05210743844509125,0.3980857729911804,0.40924519300460815,-0.039652761071920395,0.38634276390075684,0.427692174911499,-0.026879992336034775
A,0.4098307490348816,0.5981924533843994,-3.133607435756858e-07,0.4977875053882599,0.6044671535491943,-0.01451671589165926,0.5648952722549438,0.48104041814804077,-0.012307754717767239,0.5824016332626343,0.36230140924453735,-0.00996069423854351,0.5977317094802856,0.30061593651771545,-0.00133938854560256,0.5432136654853821,0.4060637652873993,-0.01144434604793787,0.5497006177902222,0.31586575508117676,-0.042233388870954514,0.5290452241897583,0.41356661915779114,-0.05771227180957794,0.5237157940864563,0.446222186088562,-0.06632950901985168,0.48562073707580566,0.3885100185871124,-0.01460356917232275,0.505624532699585,0.3115800619125366,-0.046417441219091415,0.4915800988674164,0.42510610818862915,-0.051328688859939575,0.4848334789276123,0.4463767111301422,-0.05045778676867485,0.4337785840034485,0.3907471299171448,-0.021528026089072227,0.45408400893211365,0.31275272369384766,-0.05482720583677292,0.45061826705932617,0.4229595363140106,-0.03709058463573456,0.43946176767349243,0.4487202763557434,-0.01924861967563629,0.3862995505332947,0.38153010606765747,-0.029498310759663582,0.40763863921165466,0.33785301446914673,-0.05371151119470596,0.40525028109550476,0.40916404128074646,-0.04163818433880806,0.39453136920928955,0.4309709966182709,-0.028626983985304832
